City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
297,Orissaare,EE,2021-10-29 06:19:42,58.5592,23.0826,50.95,91,47,14.81
298,Mafra,BR,2021-10-29 06:19:43,-26.1114,-49.8053,60.93,97,100,1.16
299,Tiarei,PF,2021-10-29 06:19:43,-17.5333,-149.3333,71.62,90,98,27.56
300,Jacareacanga,BR,2021-10-29 06:19:44,-6.2222,-57.7528,72.03,91,4,1.12
301,Ibanda,TZ,2021-10-29 06:19:44,-2.7974,32.4746,77.04,46,77,6.06
302,Chapais,CA,2021-10-29 06:19:45,49.7834,-74.8492,31.78,74,0,4.74
303,Padang,ID,2021-10-29 06:19:45,-0.9492,100.3543,87.85,69,97,3.4
304,Lashio,MM,2021-10-29 06:19:46,22.9333,97.75,83.21,55,21,2.71
305,Roswell,US,2021-10-29 06:18:33,34.0232,-84.3616,56.39,96,90,0.0
306,Nelidovo,RU,2021-10-29 06:19:47,56.2211,32.7774,48.11,96,100,9.24
307,Zhanaozen,KZ,2021-10-29 06:19:47,43.3,52.8,45.63,51,100,15.01
308,Darhan,MN,2021-10-29 06:17:53,49.4867,105.9228,40.14,35,77,10.96
309,San Quintin,MX,2021-10-29 06:19:48,30.4833,-115.95,67.39,56,0,1.34
310,Naze,JP,2021-10-29 06:19:48,28.3667,129.4833,74.32,55,55,9.86
311,Pitimbu,BR,2021-10-29 06:19:49,-7.4706,-34.8086,72.19,76,86,10.58
312,Deputatskiy,RU,2021-10-29 06:19:50,69.3,139.9,4.95,93,100,6.31
313,Leh,IN,2021-10-29 06:19:50,34.1667,77.5833,31.6,45,0,3.98
314,Hamadan,IR,2021-10-29 06:19:51,34.7992,48.5146,49.08,37,75,2.3
315,Iqaluit,CA,2021-10-29 06:19:51,63.7506,-68.5145,37.13,86,90,4.0
316,Bilma,NE,2021-10-29 06:19:52,18.6853,12.9164,79.32,18,10,4.61
317,Lorengau,PG,2021-10-29 06:20:53,-2.0226,147.2712,85.33,67,100,4.32
318,Krasnyy Chikoy,RU,2021-10-29 06:20:53,50.3643,108.7512,38.86,36,100,6.22
319,Guerrero Negro,MX,2021-10-29 06:20:54,27.9769,-114.0611,67.96,78,0,6.53
320,Bud,US,2021-10-29 06:20:54,39.447,-86.1758,55.38,98,93,8.08
321,Chengde,CN,2021-10-29 06:20:55,40.9725,117.9361,61.65,41,37,1.07
322,Anadyr,RU,2021-10-29 06:20:55,64.75,177.4833,-1.7,78,0,11.18
323,Waipawa,NZ,2021-10-29 06:20:56,-41.4122,175.5153,58.46,88,100,1.83
324,Fairbanks,US,2021-10-29 06:20:56,64.8378,-147.7164,21.16,87,1,0.0
325,Santa Rosa,PH,2021-10-29 06:20:57,14.3122,121.1114,92.1,60,59,16.26
326,Quesnel,CA,2021-10-29 06:20:57,52.9999,-122.5029,34.3,93,90,0.0
327,Sorong,ID,2021-10-29 06:20:58,-0.8833,131.25,84.63,77,54,12.8
328,Esso,RU,2021-10-29 06:20:58,55.9333,158.7,22.89,96,57,3.6
329,Nuevo Ideal,MX,2021-10-29 06:20:59,24.8875,-105.0728,54.46,42,0,1.63
330,Avera,US,2021-10-29 06:20:53,33.194,-82.5271,60.71,81,40,7.56
331,Skagen,DK,2021-10-29 06:21:00,57.7209,10.5839,51.28,86,16,16.67
332,Ecoporanga,BR,2021-10-29 06:21:00,-18.3733,-40.8306,65.68,95,8,1.99
333,Matara,LK,2021-10-29 06:21:01,5.9485,80.5353,84.7,71,97,8.08
334,Sur,OM,2021-10-29 06:21:01,22.5667,59.5289,83.26,45,0,5.66
335,Pashiya,RU,2021-10-29 06:21:02,58.4324,58.2562,20.21,84,100,10.25
336,Fare,PF,2021-10-29 06:21:03,-16.7,-151.0167,76.95,87,96,18.99
337,Rio Das Pedras,BR,2021-10-29 06:21:03,-22.8433,-47.6061,64.87,95,100,5.03
338,Tuatapere,NZ,2021-10-29 06:20:17,-46.1333,167.6833,57.6,83,48,4.56
339,Blyth,GB,2021-10-29 06:21:04,55.1271,-1.5086,55.08,94,75,3.44
340,Narsaq,GL,2021-10-29 06:21:04,60.9167,-46.05,28.62,72,100,3.47
341,Fomboni,KM,2021-10-29 06:21:05,-12.28,43.7425,79.68,63,71,14.23
342,Arlit,NE,2021-10-29 06:21:05,18.7369,7.3853,79.3,14,41,8.48
343,Mangai,CD,2021-10-29 06:21:06,-4.05,19.5333,68.31,100,100,0.83
344,Teya,RU,2021-10-29 06:21:06,60.3778,92.6267,30.15,83,100,12.86
345,Klyuchi,RU,2021-10-29 06:21:07,52.2667,79.1667,43.45,30,99,16.93
346,Sinnamary,GF,2021-10-29 06:21:08,5.3833,-52.95,78.33,85,100,7.34
347,Filadelfia,US,2021-10-29 06:16:32,39.9523,-75.1638,56.05,86,90,5.01
348,Naryan-Mar,RU,2021-10-29 06:21:08,67.6713,53.087,19.26,85,11,7.07
349,Shellbrook,CA,2021-10-29 06:21:09,53.2168,-106.4011,31.23,32,98,4.81
350,Assenede,BE,2021-10-29 06:21:09,51.226,3.7509,54.09,78,7,5.01
351,Kudahuvadhoo,MV,2021-10-29 06:21:10,2.6708,72.8944,82.2,77,54,8.19
352,Kysyl-Syr,RU,2021-10-29 06:21:10,63.8986,122.7617,19.74,77,99,5.7
353,Goya,AR,2021-10-29 06:21:11,-29.14,-59.2626,69.71,65,0,6.24
354,Nanortalik,GL,2021-10-29 06:18:12,60.1432,-45.2371,34.86,73,99,5.61
355,Banyo,CM,2021-10-29 06:21:12,6.75,11.8167,66.29,86,80,2.95
356,Aksu,CN,2021-10-29 06:19:50,41.1231,80.2644,57.74,28,78,2.39
357,Port Blair,IN,2021-10-29 06:18:42,11.6667,92.75,84.29,72,92,12.01
358,Razole,IN,2021-10-29 06:21:13,16.4833,81.8333,88.09,81,100,8.5
359,Les Cayes,HT,2021-10-29 06:21:14,18.2,-73.75,76.95,84,32,4.59
360,Caravelas,BR,2021-10-29 06:21:14,-17.7125,-39.2481,72.72,80,4,4.59
361,Bandarbeyla,SO,2021-10-29 06:21:02,9.4942,50.8122,80.62,60,0,8.63
362,Alamosa,US,2021-10-29 06:22:15,37.4695,-105.87,38.71,74,1,5.75
363,Sogne,NO,2021-10-29 06:22:15,58.0833,7.8167,54.7,94,44,9.42
364,Saint Anthony,US,2021-10-29 06:22:16,45.0205,-93.218,48.24,92,90,3.0
365,Idlib,SY,2021-10-29 06:22:16,35.9306,36.6339,51.19,62,15,3.53
366,Vao,NC,2021-10-29 06:22:17,-22.6667,167.4833,71.29,71,47,15.21
367,Biograd Na Moru,HR,2021-10-29 06:22:17,43.9433,15.4519,49.75,56,48,4.27
368,Oranjestad,AW,2021-10-29 06:20:29,12.524,-70.027,82.24,84,100,22.82
369,Salme,NP,2021-10-29 06:22:18,28.0369,85.0942,66.49,56,0,6.2
370,Pevek,RU,2021-10-29 06:22:19,69.7008,170.3133,1.8,93,100,3.96
371,Rapid Valley,US,2021-10-29 06:18:21,44.0625,-103.1463,51.03,66,1,0.0
372,Emerald,AU,2021-10-29 06:17:58,-23.5333,148.1667,90.34,26,99,14.0
373,Petauke,ZM,2021-10-29 06:19:11,-14.2426,31.3253,70.61,54,4,9.84
374,Bairiki,KI,2021-10-29 06:22:20,1.3292,172.9752,82.4,69,20,8.05
375,Jumla,NP,2021-10-29 06:22:21,29.2747,82.1838,63.73,32,0,5.7
376,Nhulunbuy,AU,2021-10-29 06:22:21,-12.2333,136.7667,90.21,55,40,12.66
377,Kastamonu,TR,2021-10-29 06:22:22,41.5,33.6667,44.62,70,95,4.23
378,Half Moon Bay,US,2021-10-29 06:22:22,37.4636,-122.4286,66.99,84,1,3.44
379,Rocha,UY,2021-10-29 06:20:29,-34.4833,-54.3333,57.83,96,0,4.25
380,Caiaponia,BR,2021-10-29 06:22:23,-16.9567,-51.8103,71.26,72,43,5.61
381,Hatillo,PR,2021-10-29 06:22:23,18.4863,-66.8254,77.05,87,0,3.0
382,Hambantota,LK,2021-10-29 06:22:24,6.1241,81.1185,83.79,73,97,8.23
383,Anqing,CN,2021-10-29 06:22:24,30.5092,117.0506,73.04,34,26,6.22
384,Tshikapa,CD,2021-10-29 06:22:25,-6.4167,20.8,71.38,94,100,2.84
385,Saint-Augustin,CA,2021-10-29 06:22:25,51.226,-58.6502,34.72,62,0,4.83
386,Troitskoye,RU,2021-10-29 06:22:26,52.9821,84.6757,42.66,66,100,11.74
387,Zhangye,CN,2021-10-29 06:22:26,38.9342,100.4517,58.62,18,4,5.57
388,Shakawe,BW,2021-10-29 06:22:27,-18.3667,21.85,71.42,70,99,6.96
389,Le Port,RE,2021-10-29 06:22:27,-20.9373,55.2919,78.76,94,92,5.26
390,Dubbo,AU,2021-10-29 06:20:31,-32.25,148.6167,80.73,24,17,18.41
391,Daru,PG,2021-10-29 06:22:29,-9.0763,143.2092,83.43,74,90,11.41
392,Mezen,RU,2021-10-29 06:22:29,65.8522,44.24,25.81,88,100,10.89
393,Punta Cardon,VE,2021-10-29 06:22:30,11.6581,-70.215,80.92,80,70,20.49
394,Tessalit,ML,2021-10-29 06:22:30,20.1986,1.0114,75.25,23,70,10.67
395,Tilichiki,RU,2021-10-29 06:22:31,60.4667,166.1,11.32,94,96,2.3
396,Comodoro Rivadavia,AR,2021-10-29 06:22:31,-45.8667,-67.5,64.26,34,0,0.0
397,Villamontes,BO,2021-10-29 06:22:32,-21.25,-63.5,79.52,49,100,4.99
398,Labuhan,ID,2021-10-29 06:22:32,-6.8844,112.2051,87.75,62,100,8.23
399,Tabuk,PH,2021-10-29 06:22:33,17.4189,121.4443,81.36,71,37,7.18
400,Kembe,CF,2021-10-29 06:22:33,4.6228,21.8865,71.65,93,100,1.86
401,Camopi,GF,2021-10-29 06:22:34,3.1655,-52.3158,70.25,99,63,1.88
402,Poum,NC,2021-10-29 06:22:34,-20.2333,164.0167,75.97,78,10,8.97
403,Claresholm,CA,2021-10-29 06:22:35,50.0333,-113.5852,44.11,93,88,2.3
404,Bismarck,US,2021-10-29 06:22:35,46.8083,-100.7837,47.8,76,1,1.01
405,Fortuna,US,2021-10-29 06:22:36,40.5982,-124.1573,57.47,75,90,1.99
406,Progreso,MX,2021-10-29 06:22:03,21.2833,-89.6667,76.1,55,35,14.85
407,Wukari,NG,2021-10-29 06:23:37,7.85,9.7833,74.5,85,88,3.13
408,Burns Lake,CA,2021-10-29 06:23:37,54.2331,-125.7533,20.62,93,81,3.0
409,Boa Vista,BR,2021-10-29 06:23:38,2.8197,-60.6733,76.98,88,0,2.3
410,Diamantino,BR,2021-10-29 06:23:38,-14.4086,-56.4461,73.69,86,100,2.73
411,Quatre Cocos,MU,2021-10-29 06:23:39,-20.2078,57.7625,73.51,72,24,16.26
412,Elvas,PT,2021-10-29 06:23:40,38.8815,-7.1628,61.02,84,100,11.9
413,Batagay,RU,2021-10-29 06:23:40,67.6333,134.6333,13.35,95,100,3.44
414,Zhicheng,CN,2021-10-29 06:23:41,30.2956,111.5047,63.77,71,100,4.32
415,Berbera,SO,2021-10-29 06:23:41,10.4396,45.0143,84.76,52,2,2.77
416,Katsuura,JP,2021-10-29 06:23:42,35.1333,140.3,70.11,55,41,23.91
417,Ca Mau,VN,2021-10-29 06:23:42,9.1769,105.15,86.05,70,86,9.42
418,Waverly,US,2021-10-29 06:23:43,42.7392,-84.6208,52.48,91,90,9.22
419,Bria,CF,2021-10-29 06:23:43,6.5423,21.9863,71.87,90,100,1.41
420,Fairview,US,2021-10-29 06:23:44,40.8126,-73.999,55.26,73,90,5.75
421,Bontang,ID,2021-10-29 06:23:44,0.1333,117.5,85.26,66,94,8.3
422,Pacific Grove,US,2021-10-29 06:19:07,36.6177,-121.9166,66.63,84,1,1.01
423,Litovko,RU,2021-10-29 06:23:45,49.2361,135.1742,51.24,43,0,8.01
424,Eenhana,NA,2021-10-29 06:23:46,-17.4667,16.3333,74.95,55,47,3.58
425,Codrington,AU,2021-10-29 06:23:46,-38.2667,141.9667,53.64,54,67,16.73
426,Tucurui,BR,2021-10-29 06:23:47,-3.7661,-49.6725,74.01,92,70,3.02
427,Floro,NO,2021-10-29 06:23:47,61.5996,5.0328,53.96,100,75,8.05
428,Laguna,US,2021-10-29 06:23:48,38.421,-121.4238,65.08,93,1,0.0
429,Ouro Preto Do Oeste,BR,2021-10-29 06:23:48,-10.7481,-62.2158,70.97,96,100,2.95
430,Baghmara,IN,2021-10-29 06:23:49,23.795,86.2085,82.49,47,20,7.16
431,Sawtell,AU,2021-10-29 06:23:49,-30.3833,153.1,84.18,51,100,4.61
432,Nyurba,RU,2021-10-29 06:23:49,63.2842,118.3319,16.74,72,100,11.56
433,Rio Grande,BR,2021-10-29 06:23:50,-32.035,-52.0986,65.95,86,0,14.67
434,Port Lincoln,AU,2021-10-29 06:23:51,-34.7333,135.8667,57.97,52,83,13.98
435,Pawai,IN,2021-10-29 06:23:51,24.2667,80.1667,83.03,34,0,1.9
436,Lahat,ID,2021-10-29 06:23:52,-3.8,103.5333,90.81,53,95,3.2
437,Atambua,ID,2021-10-29 06:23:52,-9.1061,124.8925,85.62,60,98,3.27
438,Anjiang,CN,2021-10-29 06:23:53,27.3194,110.1031,59.58,94,100,2.62
439,Kenda,IN,2021-10-29 06:23:53,23.2,86.5333,85.15,48,5,8.86
440,Nybro,SE,2021-10-29 06:23:53,56.7446,15.9071,48.72,95,40,4.29
441,Kushmurun,KZ,2021-10-29 06:23:54,52.4503,64.6311,41.31,64,100,18.39
442,Matsusaka,JP,2021-10-29 06:23:55,34.5667,136.5333,67.89,49,0,9.15
443,Hamilton,US,2021-10-29 06:23:55,39.1834,-84.5333,57.24,97,90,1.01
444,Sao Jose Da Coroa Grande,BR,2021-10-29 06:21:33,-8.8978,-35.1478,75.27,86,78,10.22
445,Dunedin,NZ,2021-10-29 06:20:00,-45.8742,170.5036,56.77,80,58,4.0
446,Elesbao Veloso,BR,2021-10-29 06:23:56,-6.2019,-42.1403,81.79,39,77,2.91
447,Manaure,CO,2021-10-29 06:23:57,11.7751,-72.4445,79.77,81,92,4.07
448,La Asuncion,VE,2021-10-29 06:23:57,11.0333,-63.8628,78.53,94,95,6.91
449,Nsanje,MW,2021-10-29 06:23:58,-16.92,35.262,77.76,50,32,4.79
450,Ocampo,MX,2021-10-29 06:23:59,21.65,-101.5,52.97,81,29,5.44
451,Kasongo-Lunda,CD,2021-10-29 06:23:59,-6.4667,16.8167,70.92,99,100,0.87
452,Cockburn Town,TC,2021-10-29 06:21:31,21.4612,-71.1419,81.88,73,12,8.19
453,Xiongyue,CN,2021-10-29 06:25:00,40.1774,122.1228,63.37,47,74,9.31
454,Leo,BF,2021-10-29 06:25:00,11.1,-2.1,73.51,79,12,3.8
455,Biak,ID,2021-10-29 06:25:01,-0.9131,122.8766,84.18,69,71,4.34
456,Yatou,CN,2021-10-29 06:25:02,37.15,122.3833,65.61,47,58,6.08
457,Esna,EG,2021-10-29 06:25:03,25.2934,32.554,84.18,18,24,4.23
458,Araouane,ML,2021-10-29 06:25:04,18.9048,-3.5265,78.37,32,98,8.52
459,Dongsheng,CN,2021-10-29 06:25:05,39.8161,109.9776,53.74,22,1,16.51
460,Luau,AO,2021-10-29 06:20:52,-10.7073,22.2247,70.32,80,95,5.17
461,Clinton,US,2021-10-29 06:24:24,42.587,-82.9199,57.22,91,90,10.36
462,Arcachon,FR,2021-10-29 06:25:07,44.5875,-1.0519,59.05,77,0,6.91
463,Alice Springs,AU,2021-10-29 06:25:07,-23.7,133.8833,85.55,14,62,10.36
464,Estelle,US,2021-10-29 06:25:08,29.8458,-90.1067,64.99,58,75,10.36
465,Montepuez,MZ,2021-10-29 06:25:08,-13.1256,38.9997,75.87,44,34,9.98
466,Omboue,GA,2021-10-29 06:25:09,-1.5746,9.2618,76.32,88,64,4.68
467,Urengoy,RU,2021-10-29 06:25:09,65.9667,78.3667,28.62,96,100,13.96
468,Pangnirtung,CA,2021-10-29 06:25:10,66.1451,-65.7125,28.76,97,98,5.35
469,Grindavik,IS,2021-10-29 06:20:59,63.8424,-22.4338,42.75,87,0,18.41
470,Bay City,US,2021-10-29 06:25:11,43.5945,-83.8889,51.12,91,90,6.91
471,Xiongzhou,CN,2021-10-29 06:22:24,25.1167,114.3,75.9,52,75,8.01
472,Colares,PT,2021-10-29 06:25:11,38.7992,-9.4469,66.33,83,75,3.0
473,Santa Cruz,BO,2021-10-29 06:25:12,-17.8,-63.1667,72.86,88,87,5.75
474,Strathmore,CA,2021-10-29 06:25:13,51.0501,-113.3852,44.78,74,98,1.99
475,Khandwa,IN,2021-10-29 06:25:13,21.8333,76.3333,80.62,35,19,9.57
476,Krasnoarmeysk,RU,2021-10-29 06:22:11,51.0239,45.6969,46.15,81,98,10.65
477,Sudogda,RU,2021-10-29 06:25:14,55.9539,40.8629,36.01,90,95,3.71
478,Juba,SS,2021-10-29 06:25:14,4.8517,31.5825,81.72,57,26,3.62
479,Tual,ID,2021-10-29 06:21:25,-5.6667,132.75,83.89,71,96,2.28
480,Glasgow,GB,2021-10-29 06:25:15,55.8652,-4.2576,53.51,97,90,1.01
481,Aswan,EG,2021-10-29 06:25:16,24.0934,32.907,84.42,27,32,4.29
482,Rawson,AR,2021-10-29 06:20:55,-43.3002,-65.1023,65.37,52,26,11.97
483,Masis,AM,2021-10-29 06:25:17,40.0676,44.4359,49.44,42,77,0.0
484,Imeni Poliny Osipenko,RU,2021-10-29 06:25:17,52.4201,136.4853,43.03,63,9,6.6
485,Kahului,US,2021-10-29 06:23:55,20.8947,-156.47,76.84,85,1,12.66
486,Mount Gambier,AU,2021-10-29 06:20:55,-37.8333,140.7667,55.04,46,24,11.12
487,Saquarema,BR,2021-10-29 06:25:18,-22.92,-42.5103,70.2,93,100,10.18
488,Faya,SA,2021-10-29 06:25:19,18.3851,42.4509,68.11,22,4,3.51
489,Sakaiminato,JP,2021-10-29 06:25:19,35.55,133.2333,62.58,51,75,10.36
490,San Policarpo,PH,2021-10-29 06:25:20,12.1791,125.5072,81.36,84,66,11.41
491,Mezhdurechensk,RU,2021-10-29 06:25:20,53.6942,88.0603,39.96,61,100,3.71
492,Bayshore Gardens,US,2021-10-29 06:25:21,27.4253,-82.5904,80.98,59,90,21.85
493,Barzas,RU,2021-10-29 06:25:21,55.7167,86.3167,37.63,67,100,15.08
494,Miles City,US,2021-10-29 06:25:22,46.4083,-105.8406,45.57,57,1,13.8
495,Bognor Regis,GB,2021-10-29 06:25:22,50.7821,-0.6798,59.07,94,100,26.15
496,Muros,ES,2021-10-29 06:25:23,42.7762,-9.0603,58.23,96,100,6.02
497,Palaikastron,GR,2021-10-29 06:25:24,35.2,26.25,66.74,71,71,12.46
498,Champerico,GT,2021-10-29 06:20:56,14.3,-91.9167,82.35,83,98,2.8
499,Klamath Falls,US,2021-10-29 06:26:24,42.2249,-121.7817,51.87,84,1,0.0
500,Muzaffarnagar,IN,2021-10-29 06:26:25,29.4667,77.6833,80.6,41,0,1.3
501,Ormara,PK,2021-10-29 06:26:25,25.2088,64.6357,82.2,47,0,2.21
502,Baltiysk,RU,2021-10-29 06:26:26,54.6538,19.911,44.58,74,34,16.6
503,Homer,US,2021-10-29 06:26:26,59.6425,-151.5483,35.49,73,90,11.5
504,Neuhof,DE,2021-10-29 06:26:27,50.4531,9.6175,43.47,99,5,5.06
505,Ishinomaki,JP,2021-10-29 06:26:28,38.4167,141.3,62.6,55,6,15.08
506,Flinders,AU,2021-10-29 06:26:28,-34.5833,150.8552,84.2,36,2,10.0
507,Lata,PT,2021-10-29 06:26:28,40.1629,-8.3327,62.92,96,100,5.21
508,Namie,JP,2021-10-29 06:26:29,37.4833,141.0,64.96,53,43,12.37
509,Wangkui,CN,2021-10-29 06:26:29,46.8333,126.5,57.43,29,15,11.45
510,Khuldabad,IN,2021-10-29 06:26:30,20.05,75.1833,76.5,31,26,10.78
511,Xuddur,SO,2021-10-29 06:26:30,4.1213,43.8894,82.06,53,8,4.05
512,Iralaya,HN,2021-10-29 06:26:31,15.0,-83.2333,80.69,85,20,9.55
513,Waddan,LY,2021-10-29 06:26:32,29.1614,16.139,65.73,56,99,6.22
514,Penapolis,BR,2021-10-29 06:26:32,-21.4197,-50.0775,68.29,93,99,9.06
515,Fatehpur,IN,2021-10-29 06:26:33,25.9333,80.8,80.4,35,0,1.63
516,Camacupa,AO,2021-10-29 06:22:26,-12.0167,17.4833,65.84,83,86,4.63
517,Sao Felix Do Xingu,BR,2021-10-29 06:26:33,-6.6447,-51.995,72.93,81,71,1.41
518,Kolda,SN,2021-10-29 06:26:34,12.8833,-14.95,77.31,94,98,2.3
519,Kourou,GF,2021-10-29 06:26:34,5.1552,-52.6478,81.1,87,100,5.68
520,Beloha,MG,2021-10-29 06:26:35,-25.1667,45.05,70.29,43,83,15.97
521,Broken Hill,AU,2021-10-29 06:26:35,-31.95,141.4333,71.31,33,75,11.5
522,Lovington,US,2021-10-29 06:26:36,32.944,-103.3485,48.63,35,0,8.68
523,Diego De Almagro,CL,2021-10-29 06:26:37,-26.3667,-70.05,61.99,25,0,1.32
524,Tairua,NZ,2021-10-29 06:26:37,-37.0167,175.85,63.09,69,22,10.89
525,Haimen,CN,2021-10-29 06:26:38,23.1935,116.6142,80.49,68,53,14.83
526,Maun,BW,2021-10-29 06:26:38,-19.9833,23.4167,69.76,78,0,11.5
527,Vanavara,RU,2021-10-29 06:26:38,60.34,102.2797,24.91,61,68,8.46
528,Shaoyang,CN,2021-10-29 06:26:39,27.2315,111.4525,60.46,87,100,3.33
529,Bridgetown,BB,2021-10-29 06:26:40,13.1,-59.6167,79.29,78,40,9.22
530,Karpathos,GR,2021-10-29 06:26:40,35.507,27.2132,67.96,73,20,19.57
531,Vila Franca Do Campo,PT,2021-10-29 06:26:41,37.7167,-25.4333,72.01,92,94,22.93
532,Whitehorse,CA,2021-10-29 06:26:41,60.7161,-135.0538,29.17,68,1,11.01
533,Thibodaux,US,2021-10-29 06:26:42,29.7958,-90.8229,64.98,64,59,4.0
534,Dzerzhinsk,RU,2021-10-29 06:26:42,56.2389,43.4631,30.02,74,75,2.24
535,Novikovo,RU,2021-10-29 06:26:43,51.1537,37.8879,42.4,86,51,5.32
536,Luderitz,NA,2021-10-29 06:26:43,-26.6481,15.1594,60.39,69,0,6.13
537,Pirovskoye,RU,2021-10-29 06:26:44,57.6267,92.2658,35.73,45,100,10.22
538,Sao Geraldo Do Araguaia,BR,2021-10-29 06:26:45,-6.4006,-48.555,72.97,83,11,2.89
539,Balykshi,KZ,2021-10-29 06:26:45,47.0667,51.8667,48.2,93,75,11.18
540,Kodinar,IN,2021-10-29 06:26:45,20.7903,70.7031,86.74,33,70,14.16
541,Mitsamiouli,KM,2021-10-29 06:26:46,-11.3847,43.2844,84.49,61,20,17.27
542,Itaituba,BR,2021-10-29 06:22:35,-4.2761,-55.9836,73.69,83,6,2.04
543,Leon,MX,2021-10-29 06:22:43,21.1167,-101.6667,60.55,46,65,4.61
544,Samarai,PG,2021-10-29 06:26:47,-10.6167,150.6667,84.61,76,44,11.1
545,Bayji,IQ,2021-10-29 06:26:47,34.9311,43.487,76.98,29,87,4.7
546,Sola,VU,2021-10-29 06:27:48,-13.8833,167.55,82.24,75,12,17.72
547,Macapa,BR,2021-10-29 06:27:48,0.0389,-51.0664,80.58,83,0,4.61
548,Suileng,CN,2021-10-29 06:27:49,47.25,127.0833,55.53,35,6,11.27
549,Derzhavinsk,KZ,2021-10-29 06:27:49,51.1,66.3167,38.53,61,100,21.65
550,Namibe,AO,2021-10-29 06:27:50,-15.1961,12.1522,70.84,60,26,2.37
551,Kingsville,US,2021-10-29 06:23:50,27.5159,-97.8561,66.9,56,1,5.75
552,Ahvaz,IR,2021-10-29 06:27:14,31.3203,48.6693,80.55,22,75,2.3
553,Price,US,2021-10-29 06:25:49,39.5994,-110.8107,43.12,75,1,9.22
554,Mayumba,GA,2021-10-29 06:27:51,-3.432,10.6554,76.71,85,97,6.11
555,Kangaba,ML,2021-10-29 06:27:52,11.9333,-8.4167,72.36,83,55,1.72
556,Ust-Tsilma,RU,2021-10-29 06:27:52,65.441,52.1498,17.04,88,30,4.43
557,Amursk,RU,2021-10-29 06:27:53,50.2261,136.8994,46.29,56,3,9.91
